"","id","neighbourhood_cleansed","latitude","longitude","property_type","room_type","bedrooms","price","number_of_reviews"
"1342",3005180,"De Pijp - Rivierenbuurt",52.35402,4.90067,"Entire apartment","Entire home/apt",4,195,10
"1343",3008002,"De Pijp - Rivierenbuurt",52.35691,4.89351,"Entire apartment","Entire home/apt",2,120,9
"1344",3008299,"Zuid",52.3514,4.86229,"Entire apartment","Entire home/apt",1,135,0
"1345",3016543,"De Pijp - Rivierenbuurt",52.34627,4.90183,"Entire apartment","Entire home/apt",1,130,7
"1346",3017116,"Oostelijk Havengebied - Indische Buurt",52.36802,4.93728,"Entire apartment","Entire home/apt",2,175,0
"1347",3017539,"De Pijp - Rivierenbuurt",52.35086,4.88877,"Entire apartment","Entire home/apt",3,135,5
"1348",3017603,"Westerpark",52.38023,4.8739,"Entire apartment","Entire home/apt",3,140,8
"1349",3018015,"Centrum-West",52.36551,4.87931,"Entire apartment","Entire home/apt",3,195,4
"1350",3027028,"Centrum-West",52.37621,4.87841,"Entire apartment","Entire home/apt",1,152,29
"1352",3030988,"Buitenveldert - Zuidas",52.3281,4.85799,"Entire house","Entire home/apt",4,182,2
"1353",3035403,"De Baarsjes - Oud-West",52.36033,4.85416,"Entire apartment","Entire home/apt",1,115,19
"1354",3036290,"Westerpark",52.38506,4.87715,"Private room in apartment","Private room",1,80,134
"1356",3036789,"Oud-Oost",52.35998,4.91395,"Entire apartment","Entire home/apt",2,125,90
"1357",3036852,"De Baarsjes - Oud-West",52.36143,4.86212,"Entire apartment","Entire home/apt",1,179,40
"1358",3037184,"Westerpark",52.38348,4.87741,"Entire apartment","Entire home/apt",1,100,54
"1359",3039147,"De Pijp - Rivierenbuurt",52.35198,4.90212,"Entire apartment","Entire home/apt",2,200,40
"1360",3040881,"Zuid",52.35264,4.85199,"Entire house","Entire home/apt",3,185,10
"1361",3040900,"De Baarsjes - Oud-West",52.3704,4.8634,"Entire apartment","Entire home/apt",2,100,40
"1362",3045003,"Oud-Noord",52.3833,4.91286,"Entire apartment","Entire home/apt",3,175,6
"1363",3047061,"Watergraafsmeer",52.3534,4.92442,"Entire apartment","Entire home/apt",1,99,1
"1364",3048001,"Westerpark",52.38564,4.8722,"Entire apartment","Entire home/apt",2,175,14
"1365",3048137,"Westerpark",52.37232,4.86841,"Entire apartment","Entire home/apt",1,80,11
"1366",3049932,"Zuid",52.34899,4.87747,"Entire apartment","Entire home/apt",1,109,20
"1368",3053820,"Oud-Noord",52.38277,4.91698,"Entire house","Entire home/apt",3,150,4
"1369",3073208,"De Baarsjes - Oud-West",52.37009,4.86065,"Entire apartment","Entire home/apt",2,132,27
"1370",3076872,"Zuid",52.35877,4.87436,"Entire apartment","Entire home/apt",2,150,16
"1371",3078208,"Oostelijk Havengebied - Indische Buurt",52.37324,4.95011,"Entire apartment","Entire home/apt",1,159,42
"1372",3081334,"Watergraafsmeer",52.34921,4.94051,"Entire apartment","Entire home/apt",3,146,11
"1373",3081736,"Westerpark",52.38086,4.8724,"Entire apartment","Entire home/apt",1,115,34
"1374",3082669,"De Baarsjes - Oud-West",52.36092,4.86745,"Entire apartment","Entire home/apt",1,100,10
"1376",3086884,"Zuid",52.34568,4.86816,"Entire apartment","Entire home/apt",3,99,65
"1377",3087967,"Oud-Oost",52.36342,4.92972,"Entire apartment","Entire home/apt",1,120,15
"1378",3088648,"Centrum-West",52.37648,4.89384,"Private room in apartment","Private room",1,99,257
"1379",3093087,"Centrum-West",52.37308,4.87649,"Entire apartment","Entire home/apt",2,170,10
"1380",3096977,"Oostelijk Havengebied - Indische Buurt",52.37403,4.94594,"Entire house","Entire home/apt",3,224,4
"1381",3098861,"Zuid",52.3454,4.86434,"Private room in apartment","Private room",1,50,1
"1382",3099026,"Centrum-Oost",52.36422,4.90768,"Private room in apartment","Private room",1,110,448
"1383",3099266,"IJburg - Zeeburgereiland",52.35387,4.99909,"Entire apartment","Entire home/apt",2,135,76
"1384",3101135,"Zuid",52.35664,4.87157,"Entire apartment","Entire home/apt",2,120,20
"1386",3107052,"Oud-Oost",52.35784,4.90865,"Entire apartment","Entire home/apt",1,136,18
"1387",3111787,"Centrum-West",52.37633,4.88138,"Private room in house","Private room",1,85,246
"1388",3119087,"Oud-Noord",52.38763,4.90835,"Entire house","Entire home/apt",1,85,10
"1390",3121979,"Slotervaart",52.36096,4.82422,"Entire house","Entire home/apt",5,125,1
"1391",3130083,"Oostelijk Havengebied - Indische Buurt",52.3733,4.94725,"Entire house","Entire home/apt",3,275,3
"1392",3136050,"De Pijp - Rivierenbuurt",52.35682,4.9004,"Private room in apartment","Private room",1,70,131
"1393",3137587,"Watergraafsmeer",52.35552,4.92903,"Entire apartment","Entire home/apt",1,106,3
"1394",3138408,"Westerpark",52.39301,4.87759,"Entire apartment","Entire home/apt",3,200,2
"1395",3138594,"De Baarsjes - Oud-West",52.36807,4.87231,"Entire apartment","Entire home/apt",2,200,31
"1396",3140562,"De Pijp - Rivierenbuurt",52.35624,4.89515,"Entire apartment","Entire home/apt",1,150,40
"1398",3144778,"De Pijp - Rivierenbuurt",52.34565,4.90441,"Entire apartment","Entire home/apt",1,150,3
"1399",3146368,"Geuzenveld - Slotermeer",52.38236,4.8385,"Entire house","Entire home/apt",3,150,0
"1400",3149073,"Oud-Oost",52.35121,4.91271,"Entire apartment","Entire home/apt",2,129,24
"1401",3150587,"Centrum-West",52.37789,4.88403,"Entire apartment","Entire home/apt",1,95,274
"1402",3154634,"Centrum-Oost",52.37252,4.92209,"Entire apartment","Entire home/apt",1,120,3
"1403",3155271,"De Pijp - Rivierenbuurt",52.35755,4.89347,"Entire apartment","Entire home/apt",2,280,83
"1408",3164821,"Zuid",52.35546,4.87061,"Entire apartment","Entire home/apt",2,275,0
"1409",3165475,"Watergraafsmeer",52.34889,4.9388,"Entire apartment","Entire home/apt",3,225,1
"1410",3165630,"De Baarsjes - Oud-West",52.36167,4.8511,"Entire apartment","Entire home/apt",2,175,6
"1412",3170409,"Buitenveldert - Zuidas",52.32716,4.87057,"Entire apartment","Entire home/apt",1,106,15
"1413",3170422,"Westerpark",52.37391,4.86696,"Entire apartment","Entire home/apt",1,136,42
"1414",3171364,"Oud-Oost",52.35285,4.91552,"Private room in apartment","Private room",1,64,35
"1415",3172072,"Zuid",52.35367,4.86041,"Private room in house","Private room",1,106,159
"1416",3172327,"Oud-Oost",52.3587,4.92383,"Entire apartment","Entire home/apt",3,140,19
"1417",3173958,"De Pijp - Rivierenbuurt",52.34683,4.91048,"Entire apartment","Entire home/apt",1,250,1
"1418",3174322,"Centrum-West",52.38,4.88746,"Entire apartment","Entire home/apt",2,325,23
"1419",3174700,"De Baarsjes - Oud-West",52.37002,4.86921,"Entire apartment","Entire home/apt",1,175,0
"1421",3180391,"Noord-Oost",52.39616,4.99588,"Entire apartment","Entire home/apt",1,116,23
"1423",3190329,"De Baarsjes - Oud-West",52.36575,4.87627,"Entire apartment","Entire home/apt",1,162,13
"1424",3194778,"De Baarsjes - Oud-West",52.3719,4.8707,"Entire apartment","Entire home/apt",2,250,200
"1425",3195440,"De Pijp - Rivierenbuurt",52.35245,4.89253,"Private room in apartment","Private room",1,130,29
"1426",3195674,"De Baarsjes - Oud-West",52.37175,4.86939,"Entire apartment","Entire home/apt",1,120,11
"1428",3202543,"De Pijp - Rivierenbuurt",52.35391,4.88771,"Entire apartment","Entire home/apt",2,180,2
"1429",3202794,"Zuid",52.34778,4.85137,"Entire apartment","Entire home/apt",4,150,2
"1430",3204444,"Bijlmer-Oost",52.31289,4.98015,"Entire house","Entire home/apt",3,90,2
"1431",3205007,"Zuid",52.35346,4.85203,"Private room in apartment","Private room",1,110,24
"1433",3206556,"De Pijp - Rivierenbuurt",52.35096,4.89216,"Entire apartment","Entire home/apt",1,90,23
"1434",3206598,"Zuid",52.34694,4.86913,"Entire house","Entire home/apt",5,464,7
"1435",3207040,"Centrum-West",52.38109,4.88589,"Entire apartment","Entire home/apt",1,100,9
"1436",3207755,"De Pijp - Rivierenbuurt",52.34719,4.89234,"Entire apartment","Entire home/apt",1,120,0
"1437",3209240,"De Pijp - Rivierenbuurt",52.3566,4.88788,"Entire apartment","Entire home/apt",1,109,17
"1438",3214708,"De Baarsjes - Oud-West",52.36911,4.87351,"Entire apartment","Entire home/apt",1,130,0
"1439",3224028,"De Pijp - Rivierenbuurt",52.34139,4.91176,"Entire apartment","Entire home/apt",2,104,9
"1441",3227864,"De Pijp - Rivierenbuurt",52.35357,4.90155,"Entire apartment","Entire home/apt",3,150,18
"1442",3227959,"Slotervaart",52.36437,4.84285,"Private room in apartment","Private room",1,60,10
"1444",3229172,"Bos en Lommer",52.37911,4.85227,"Entire apartment","Entire home/apt",1,80,145
"1445",3232023,"Bos en Lommer",52.37447,4.84749,"Entire apartment","Entire home/apt",3,129,20
"1446",3233235,"Zuid",52.35051,4.84991,"Entire apartment","Entire home/apt",1,95,44
"1447",3235970,"Centrum-Oost",52.36942,4.91337,"Entire apartment","Entire home/apt",1,220,128
"1448",3236653,"De Baarsjes - Oud-West",52.36995,4.85533,"Entire apartment","Entire home/apt",2,100,2
"1449",3236871,"Oostelijk Havengebied - Indische Buurt",52.36087,4.93925,"Entire apartment","Entire home/apt",2,158,35
"1450",3237039,"De Baarsjes - Oud-West",52.3634,4.86618,"Entire apartment","Entire home/apt",2,160,5
"1451",3244143,"Oostelijk Havengebied - Indische Buurt",52.36549,4.94163,"Entire apartment","Entire home/apt",1,80,46
"1452",3245433,"De Pijp - Rivierenbuurt",52.35467,4.90204,"Entire apartment","Entire home/apt",1,90,22
"1453",3245544,"De Baarsjes - Oud-West",52.36108,4.85626,"Entire apartment","Entire home/apt",1,166,20
"1454",3248595,"Westerpark",52.391,4.87977,"Entire apartment","Entire home/apt",1,120,23
"1455",3252863,"Slotervaart",52.3623,4.84381,"Entire apartment","Entire home/apt",3,275,5
"1456",3253235,"Westerpark",52.39109,4.87631,"Entire apartment","Entire home/apt",1,130,8
"1457",3259374,"Noord-Oost",52.39635,4.9962,"Entire house","Entire home/apt",3,140,45
"1458",3260866,"Osdorp",52.36104,4.79118,"Entire apartment","Entire home/apt",2,200,18
"1459",3261562,"Oostelijk Havengebied - Indische Buurt",52.36342,4.93522,"Entire apartment","Entire home/apt",1,99,54
"1461",3267105,"Zuid",52.35263,4.85504,"Entire apartment","Entire home/apt",1,109,45
"1462",3270274,"Oostelijk Havengebied - Indische Buurt",52.36336,4.9435,"Entire apartment","Entire home/apt",1,110,47
"1463",3270897,"Centrum-West",52.37446,4.881,"Entire apartment","Entire home/apt",1,125,75
"1464",3277053,"Centrum-West",52.38204,4.8838,"Entire apartment","Entire home/apt",3,200,26
"1465",3278892,"Zuid",52.35501,4.84627,"Entire apartment","Entire home/apt",1,85,7
"1468",3282245,"Oud-Noord",52.38612,4.91848,"Entire apartment","Entire home/apt",1,99,57
"1469",3285009,"De Pijp - Rivierenbuurt",52.3533,4.89369,"Private room in apartment","Private room",1,70,237
"1470",3290970,"Bos en Lommer",52.37651,4.84559,"Entire apartment","Entire home/apt",1,85,15
"1471",3292084,"Geuzenveld - Slotermeer",52.38456,4.81343,"Private room in apartment","Private room",1,65,36
"1472",3294817,"Oud-Noord",52.38114,4.9148,"Entire apartment","Entire home/apt",1,90,93
"1473",3298808,"Oud-Oost",52.3521,4.9147,"Entire apartment","Entire home/apt",1,80,5
"1474",3306530,"De Pijp - Rivierenbuurt",52.34018,4.89744,"Entire house","Entire home/apt",3,285,14
"1475",3307124,"Oostelijk Havengebied - Indische Buurt",52.36598,4.93707,"Entire apartment","Entire home/apt",2,175,43
"1476",3307814,"De Baarsjes - Oud-West",52.37087,4.87136,"Entire apartment","Entire home/apt",1,200,29
"1477",3309416,"De Baarsjes - Oud-West",52.37325,4.86166,"Entire apartment","Entire home/apt",2,250,71
"1478",3310738,"De Aker - Nieuw Sloten",52.34309,4.79579,"Private room in house","Private room",1,36,333
"1479",3311317,"IJburg - Zeeburgereiland",52.35545,4.99771,"Entire house","Entire home/apt",3,110,1
"1480",3314391,"Westerpark",52.39162,4.89077,"Entire apartment","Entire home/apt",2,133,16
"1481",3317436,"Westerpark",52.38513,4.87443,"Entire apartment","Entire home/apt",1,130,53
"1483",3320920,"De Baarsjes - Oud-West",52.35877,4.86084,"Entire apartment","Entire home/apt",1,145,0
"1484",3321175,"Centrum-Oost",52.37208,4.92124,"Entire apartment","Entire home/apt",1,100,5
"1485",3321612,"De Baarsjes - Oud-West",52.37016,4.87018,"Entire apartment","Entire home/apt",1,123,58
"1486",3322732,"Centrum-West",52.38664,4.88758,"Entire apartment","Entire home/apt",2,164,10
"1487",3322840,"Zuid",52.35673,4.87207,"Entire apartment","Entire home/apt",3,295,32
"1488",3327403,"Centrum-West",52.37028,4.88511,"Entire apartment","Entire home/apt",1,90,11
"1489",3327727,"Noord-Oost",52.40751,4.93318,"Entire house","Entire home/apt",3,125,2
"1490",3328393,"Slotervaart",52.36134,4.84425,"Private room in apartment","Private room",1,140,7
"1491",3332424,"Centrum-West",52.36632,4.88074,"Entire house","Entire home/apt",5,795,10
"1492",3332625,"De Baarsjes - Oud-West",52.35831,4.85902,"Entire apartment","Entire home/apt",2,250,42
"1493",3335799,"De Pijp - Rivierenbuurt",52.34736,4.90023,"Entire apartment","Entire home/apt",2,200,0
"1496",3345451,"Zuid",52.34612,4.8477,"Entire apartment","Entire home/apt",2,81,23
"1497",3346620,"Noord-Oost",52.39952,4.95165,"Private room in apartment","Private room",1,42,127
"1499",3348019,"Zuid",52.35371,4.87697,"Entire apartment","Entire home/apt",2,125,1
"1500",3352657,"Bos en Lommer",52.37658,4.85953,"Entire apartment","Entire home/apt",1,122,36
"1501",3352830,"De Baarsjes - Oud-West",52.36664,4.85408,"Entire apartment","Entire home/apt",1,97,2
"1502",3352949,"Zuid",52.35161,4.85406,"Entire apartment","Entire home/apt",1,110,7
"1503",3357259,"Centrum-West",52.38542,4.88487,"Entire house","Entire home/apt",3,210,9
"1505",3361724,"De Pijp - Rivierenbuurt",52.34793,4.89274,"Entire apartment","Entire home/apt",2,150,7
"1506",3361812,"Centrum-West",52.38192,4.88584,"Entire apartment","Entire home/apt",1,70,45
"1507",3365308,"De Baarsjes - Oud-West",52.36118,4.86671,"Entire apartment","Entire home/apt",1,150,57
"1508",3367321,"De Baarsjes - Oud-West",52.37031,4.85258,"Private room in apartment","Private room",1,65,286
"1509",3368163,"Centrum-Oost",52.36365,4.88498,"Entire apartment","Entire home/apt",1,200,13
"1511",3369911,"Centrum-West",52.36835,4.88312,"Entire apartment","Entire home/apt",1,133,4
"1512",3370841,"Centrum-West",52.37509,4.8989,"Entire apartment","Entire home/apt",1,219,11
"1514",3371858,"Centrum-Oost",52.3672,4.92703,"Entire apartment","Entire home/apt",1,99,5
"1515",3374332,"Centrum-West",52.37514,4.88115,"Entire apartment","Entire home/apt",2,149,29
"1516",3376088,"De Baarsjes - Oud-West",52.36437,4.86873,"Entire house","Entire home/apt",4,323,37
"1518",3379374,"De Pijp - Rivierenbuurt",52.34379,4.90782,"Entire apartment","Entire home/apt",2,175,66
"1519",3381060,"Oud-Oost",52.36347,4.92295,"Entire apartment","Entire home/apt",1,104,5
"1520",3381823,"De Pijp - Rivierenbuurt",52.35501,4.90504,"Entire apartment","Entire home/apt",1,100,11
"1521",3383368,"De Baarsjes - Oud-West",52.37075,4.86834,"Entire apartment","Entire home/apt",1,110,37
"1522",3383408,"Centrum-West",52.3665,4.88192,"Private room in apartment","Private room",1,90,266
"1523",3384508,"Zuid",52.35442,4.8734,"Entire apartment","Entire home/apt",3,192,6
"1524",3385173,"Noord-West",52.40919,4.90683,"Entire house","Entire home/apt",4,200,35
"1525",3388684,"De Baarsjes - Oud-West",52.36121,4.85219,"Entire apartment","Entire home/apt",2,150,28
"1527",3389300,"De Pijp - Rivierenbuurt",52.35387,4.89779,"Entire apartment","Entire home/apt",1,120,79
"1528",3392447,"Zuid",52.35534,4.85397,"Entire apartment","Entire home/apt",1,90,10
"1529",3397690,"Centrum-Oost",52.37093,4.918,"Entire apartment","Entire home/apt",1,115,6
"1530",3401602,"De Pijp - Rivierenbuurt",52.35585,4.89632,"Entire apartment","Entire home/apt",1,70,6
"1531",3406871,"Watergraafsmeer",52.33315,4.90055,"Private room in apartment","Private room",2,95,1
"1532",3406912,"Centrum-Oost",52.36188,4.90944,"Entire apartment","Entire home/apt",2,236,32
"1533",3407896,"Westerpark",52.37458,4.86905,"Entire apartment","Entire home/apt",2,145,27
"1534",3408987,"Centrum-West",52.36933,4.88869,"Private room in house","Private room",1,120,3
"1535",3418684,"De Baarsjes - Oud-West",52.36584,4.85753,"Entire apartment","Entire home/apt",1,86,37
"1536",3419443,"Oostelijk Havengebied - Indische Buurt",52.36534,4.94255,"Entire apartment","Entire home/apt",3,160,3
"1537",3419746,"De Baarsjes - Oud-West",52.37232,4.86011,"Entire apartment","Entire home/apt",2,160,31
"1538",3423547,"De Baarsjes - Oud-West",52.37276,4.86406,"Entire apartment","Entire home/apt",1,95,0
"1539",3423633,"Centrum-West",52.37589,4.89455,"Entire apartment","Entire home/apt",1,105,0
"1540",3428190,"Centrum-Oost",52.36637,4.92557,"Entire apartment","Entire home/apt",2,130,59
"1541",3428858,"Oud-Noord",52.39805,4.91598,"Entire house","Entire home/apt",2,175,6
"1542",3428947,"Oud-Oost",52.35324,4.9171,"Entire apartment","Entire home/apt",2,105,26
"1543",3429535,"Zuid",52.34791,4.86284,"Entire apartment","Entire home/apt",1,99,17
"1544",3430456,"De Baarsjes - Oud-West",52.36104,4.85971,"Entire apartment","Entire home/apt",1,106,30
"1545",3431653,"Oud-Oost",52.35618,4.91605,"Entire apartment","Entire home/apt",1,117,19
"1546",3432460,"De Baarsjes - Oud-West",52.37098,4.86332,"Entire apartment","Entire home/apt",1,130,7
"1547",3432883,"Zuid",52.34691,4.86072,"Entire apartment","Entire home/apt",2,250,12
"1548",3436527,"IJburg - Zeeburgereiland",52.35557,4.99954,"Entire house","Entire home/apt",4,150,3
"1549",3436828,"Bos en Lommer",52.37492,4.84652,"Entire apartment","Entire home/apt",1,135,30
"1550",3437310,"De Baarsjes - Oud-West",52.3734,4.86051,"Entire apartment","Entire home/apt",1,95,25
"1551",3441679,"Oud-Oost",52.34975,4.91326,"Entire house","Entire home/apt",1,125,9
"1553",3444136,"Watergraafsmeer",52.34741,4.91445,"Entire apartment","Entire home/apt",1,150,33
"1554",3444976,"De Pijp - Rivierenbuurt",52.3557,4.89823,"Entire apartment","Entire home/apt",3,175,2
"1555",3445095,"De Baarsjes - Oud-West",52.36349,4.84992,"Entire apartment","Entire home/apt",2,120,4
"1556",3447998,"Noord-Oost",52.38673,4.95911,"Entire house","Entire home/apt",3,150,5
"1557",3450398,"Oostelijk Havengebied - Indische Buurt",52.37194,4.93946,"Entire apartment","Entire home/apt",2,150,15
"1558",3452023,"Centrum-West",52.37775,4.89097,"Entire house","Entire home/apt",1,145,22
"1559",3452556,"Centrum-West",52.3696,4.89693,"Entire house","Entire home/apt",1,131,10
"1560",3455123,"De Pijp - Rivierenbuurt",52.34505,4.89782,"Private room in apartment","Private room",1,90,0
"1561",3456645,"Zuid",52.34976,4.88447,"Entire apartment","Entire home/apt",1,175,56
"1562",3459981,"De Baarsjes - Oud-West",52.36192,4.87526,"Entire apartment","Entire home/apt",3,245,38
"1563",3461086,"Centrum-Oost",52.37126,4.90729,"Entire apartment","Entire home/apt",2,189,69
"1565",3463316,"Zuid",52.34555,4.8676,"Entire apartment","Entire home/apt",1,91,0
"1566",3465303,"De Pijp - Rivierenbuurt",52.35039,4.8892,"Entire apartment","Entire home/apt",1,135,11
"1567",3481494,"Bos en Lommer",52.37301,4.84798,"Entire apartment","Entire home/apt",2,115,14
"1568",3483727,"Oud-Oost",52.36332,4.92369,"Entire apartment","Entire home/apt",2,160,9
"1569",3484708,"Slotervaart",52.35446,4.84142,"Private room in apartment","Private room",1,89,46
