"R0000100","R0000300","R0000500","R0173600","R0214700","R0214800","R0410100","R0410300","R0614800","R0614900","R0615100","R0615200","R0615300","R0615400","R0615700","R0618011","R0618017","R0618100","R0618200","R0618300","R0810200","R3127500","R3127800","R3401000","R3523200","R3523500","R3559000","R3656400","R3728200","R3728500","R3897100","R4006900","R4182300","R4295100","R4416800","R4418000","R4982800","R5079800","R5081000"
7519,2,63,10,2,1,2,63,51,0,9,10,7,10,6,38,38,31,4,7,1,1,650,1,1,650,17000,1,-5,-5,-5,-5,1,17000,571,1,17000,600,1
7520,4,64,13,2,2,4,64,51,0,5,6,4,21,8,32,41,24,2,2,2,-4,-4,4,-4,-4,0,3,-4,-4,0,7,-4,0,-4,7,0,425,1
7521,6,61,10,2,1,6,61,51,1,14,22,13,30,7,45,40,48,32,30,1,1,800,1,1,850,15000,1,1,900,19000,1,1,20000,769,1,22464,900,1
7522,12,62,10,2,1,11,62,51,0,16,18,9,30,9,47,43,40,25,23,1,-5,-5,-5,1,600,0,3,1,900,0,1,1,24000,923,1,26000,950,1
7523,12,63,10,2,1,12,63,51,0,17,21,5,29,7,49,40,39,24,21,1,1,721,1,1,384,15000,2,1,532,18000,1,1,17000,653,1,20000,700,1
7524,10,59,13,2,2,10,59,51,0,7,10,2,15,4,35,35,26,3,2,2,1,1505,3,3,-4,0,4,3,250,6000,1,3,300,833,4,3000,500,1
7525,12,59,13,2,2,12,59,51,1,17,27,11,49,9,49,43,51,54,41,2,2,684,1,2,712,17000,1,2,747,14000,1,2,14000,816,1,18000,867,1
7526,1,62,10,2,1,1,62,51,1,11,7,5,31,7,40,40,26,9,5,1,1,412,1,1,927,18000,3,-4,-4,0,3,1,5000,600,3,7000,789,1
7527,7,64,13,2,2,7,64,51,0,28,30,12,48,24,64,66,54,85,84,2,1,-4,2,1,641,10000,1,1,1333,19000,1,2,15000,1009,1,24000,1730,2
7528,1,63,9,3,1,1,63,51,0,14,23,10,46,20,45,60,46,40,43,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7529,8,62,12,3,2,8,62,51,0,14,31,12,25,8,45,41,55,39,42,2,1,380,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7530,1,64,12,3,2,1,64,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,1,625,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7531,7,64,14,1,2,7,64,51,0,15,28,12,29,15,46,52,53,40,50,2,2,600,4,1,300,100,1,2,415,4000,1,1,7000,444,1,10400,400,1
7532,10,59,12,3,2,10,59,51,1,14,32,13,33,12,45,48,57,49,53,2,2,1032,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7533,6,57,14,1,2,6,57,53,1,4,3,8,4,1,31,30,25,1,1,2,1,45,1,1,49,1000,1,1,72,1500,7,1,1000,50,2,1000,62,6
7534,7,64,11,1,1,7,64,51,0,11,13,5,11,4,40,35,32,6,7,1,3,2000,1,3,817,8500,1,3,961,0,1,3,14000,673,1,15000,650,1
7535,8,61,14,1,2,8,61,51,1,14,18,13,31,5,45,37,44,27,23,2,1,833,1,1,982,26000,1,1,1142,24000,1,1,23500,1050,1,31500,1333,1
7536,9,59,12,3,2,-5,-5,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7537,9,58,12,3,2,9,58,51,1,25,31,14,39,22,59,63,57,77,81,2,1,465,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7538,5,57,12,3,2,5,57,51,1,30,33,15,49,24,66,66,60,99,97,2,-4,-4,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7539,12,60,11,1,1,12,60,51,1,24,27,10,36,15,58,52,50,55,55,1,2,1153,1,2,1153,30000,1,2,1057,33000,1,2,36000,961,1,34500,1390,1
7540,3,61,11,1,1,3,61,51,0,7,23,12,11,5,35,37,48,14,22,1,1,937,1,1,874,20000,1,1,900,18500,1,1,23000,884,1,24000,944,1
7541,8,59,11,1,1,8,59,51,0,11,19,6,20,8,40,41,38,14,16,1,1,1777,1,1,2375,24000,1,1,1025,24000,1,-5,-5,-5,-5,-5,-5,-5
7542,6,62,14,1,2,6,62,51,1,19,32,15,50,22,51,63,59,77,78,2,3,900,1,3,3000,5000,2,1,1518,-1,1,1,27000,1648,2,31000,900,1
7543,12,57,12,3,2,12,57,51,0,9,27,14,20,5,38,37,54,26,32,2,3,500,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7544,10,63,11,1,1,10,63,51,0,26,35,13,42,23,61,65,60,88,91,1,1,528,1,1,625,26000,1,2,1007,28000,1,1,33000,1269,1,38000,1328,1
7545,2,60,11,1,1,2,60,51,0,13,27,12,24,11,43,46,52,31,40,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,1,28900,775,1,27000,865,1
7546,12,59,12,3,2,12,59,51,0,12,26,12,24,8,42,41,51,28,33,-5,1,875,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7547,9,62,10,2,1,9,62,51,0,7,7,4,11,4,35,35,25,2,1,1,1,950,1,1,950,20000,3,1,1350,28000,7,1,2500,590,1,18000,600,1
7548,8,60,13,2,2,8,60,51,0,10,6,6,5,9,39,43,26,2,5,2,-4,-4,4,1,425,0,1,1,425,136,4,-4,0,-4,4,0,-4,4
7549,3,62,10,2,1,3,62,51,0,8,2,5,4,4,36,35,21,1,1,1,1,855,1,1,900,39000,1,1,900,19099,1,1,17000,915,1,18000,950,1
7550,1,64,13,2,2,1,64,51,0,7,10,6,25,3,35,33,30,7,4,2,1,375,1,1,515,10000,1,1,530,10000,1,1,10000,550,1,12000,550,1
7551,9,64,13,2,2,9,64,51,0,10,19,7,31,9,39,43,39,18,17,2,1,725,1,1,855,17000,1,1,900,25000,1,1,25000,975,1,23000,1014,1
7552,2,62,10,2,1,2,62,51,1,29,34,14,47,25,65,68,60,97,98,1,1,1615,1,1,1837,43000,1,1,1692,44000,1,1,45000,1881,1,48000,1678,1
7553,5,57,14,1,2,5,57,51,1,10,15,11,40,6,39,38,39,22,15,2,1,600,1,2,573,10000,1,2,573,10000,1,2,8000,609,1,7000,609,1
7554,9,61,11,1,1,9,61,51,1,23,35,15,34,22,57,63,62,79,89,1,1,811,1,1,1068,18500,1,1,650,19500,1,1,25000,1060,1,27000,333,1
7555,12,63,11,1,1,12,63,51,0,27,30,12,30,23,62,65,54,67,80,1,1,1258,1,1,1433,41000,1,1,1573,45000,1,1,49000,1713,1,72000,1923,1
7556,12,59,11,1,1,12,59,51,1,23,28,14,31,18,57,57,54,59,68,1,1,817,1,1,802,16000,2,1,769,16000,1,1,16000,726,1,18500,1107,1
7557,9,61,11,1,1,9,61,51,0,10,22,8,23,6,39,38,43,18,19,1,2,1280,1,2,1390,35000,1,2,2163,45000,1,2,40000,1240,1,46000,1360,1
7558,3,64,14,1,2,3,64,51,0,22,32,14,30,17,55,55,58,65,72,2,1,714,5,-5,-5,-5,-5,1,-4,-1,1,1,-1,2300,5,0,-4,7
7559,12,63,11,1,1,12,63,51,0,7,22,5,11,11,35,46,40,8,18,1,-5,-5,-5,1,1162,18000,1,1,500,15000,1,1,9000,575,1,14000,825,1
7560,1,63,14,1,2,1,63,51,0,12,25,12,42,15,42,52,50,40,41,2,1,762,1,1,841,17500,1,1,917,17800,1,1,22000,930,3,12800,535,4
7561,7,63,11,1,1,7,63,51,0,27,35,15,36,24,62,66,62,88,97,1,2,480,1,1,500,25000,1,1,598,29000,1,1,35000,828,1,45000,1030,1
7562,7,60,14,1,2,7,60,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7563,7,64,11,1,1,7,64,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,2,1282,1,2,1778,37000,1,2,1923,40000,1,2,45000,2163,1,50000,2136,1
7564,3,60,11,1,1,3,60,51,1,28,32,15,50,22,64,63,59,94,90,1,1,1101,1,1,1057,27500,1,1,1322,0,1,1,30000,1586,1,32500,1562,1
7565,2,63,14,1,2,2,63,51,0,5,4,5,14,0,32,29,23,1,1,2,1,475,1,1,346,7000,1,1,500,8500,1,1,9200,442,3,5000,461,1
7566,11,61,10,2,1,11,61,51,0,23,28,13,30,21,57,62,54,56,73,1,1,625,1,1,500,8000,1,1,600,10000,1,1,13050,625,1,13000,650,1
7567,1,64,10,2,1,1,64,51,0,13,24,10,34,7,43,40,47,32,27,1,-4,-4,7,-4,-4,0,4,-5,-5,-5,-5,3,10000,666,1,0,-4,7
7568,9,60,10,2,1,9,60,51,1,13,22,5,30,8,43,41,40,22,19,1,2,1275,1,2,865,18000,1,2,1000,23000,1,2,21000,1009,1,23000,1105,1
7569,9,60,10,2,1,9,60,51,1,9,20,8,28,8,38,41,41,17,18,1,2,822,1,2,947,19000,1,2,792,19000,1,2,20000,961,1,21000,1009,1
7570,1,63,11,1,1,1,63,51,0,12,22,13,25,6,42,38,48,26,27,1,1,1550,1,1,1500,31000,1,1,-4,27500,1,1,25000,1068,2,32500,1250,1
7571,1,64,14,1,2,1,64,51,0,16,23,9,33,8,47,41,45,32,28,2,-4,-4,4,2,1500,0,1,2,1125,3000,2,2,10000,1800,1,10000,2100,1
7572,7,63,11,1,1,7,63,51,0,8,7,5,28,7,36,40,26,6,4,1,1,750,7,1,375,0,4,-4,-4,0,6,-4,0,-4,3,0,-4,7
7573,12,63,14,1,2,12,63,51,0,15,22,13,30,12,46,48,48,33,37,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7574,6,58,14,1,2,6,58,51,1,17,28,14,39,13,49,49,54,54,52,2,-5,-5,-5,-4,-4,0,4,-4,-4,0,4,-4,0,-4,4,0,-4,7
7575,8,60,14,1,2,8,60,51,1,14,32,13,40,10,45,44,57,55,49,2,2,770,1,2,899,16000,1,2,963,19800,1,2,21000,1057,1,22850,1098,1
7576,8,64,11,1,1,8,64,51,0,19,28,11,37,17,51,55,52,50,55,1,3,687,1,1,850,9000,1,1,1201,19000,1,1,23000,1105,1,24000,1140,1
7577,2,63,13,2,2,2,63,51,0,11,27,10,37,16,40,54,50,35,41,2,1,650,3,1,555,6000,3,2,1000,0,1,2,3000,937,3,-1,4285,7
7578,1,64,13,2,2,1,64,51,0,19,29,13,50,17,51,55,54,67,59,2,1,923,1,1,996,21000,1,1,1009,21000,2,1,23000,1068,1,26500,1274,1
7579,1,61,10,2,1,-5,-5,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7580,6,61,13,2,2,6,61,51,1,13,10,10,45,9,43,43,34,22,14,2,-4,-4,8,-4,-4,0,8,-4,-4,0,8,-4,0,-4,8,0,-4,8
7581,12,63,13,2,2,12,63,51,0,12,19,11,32,9,42,43,43,25,23,2,-4,-4,8,-4,-4,2500,8,-4,-4,0,8,-4,0,-4,8,0,1727,1
7582,12,62,10,2,1,12,62,51,0,3,15,9,17,5,30,37,37,6,8,1,1,652,1,-5,-5,-5,-5,-5,-5,-5,-5,1,0,700,7,0,-4,7
7583,10,59,13,2,2,10,59,51,1,15,16,9,20,8,46,41,38,17,19,2,-4,-4,3,2,523,0,1,2,557,10560,2,2,-2,-4,4,12000,-4,2
7584,8,60,11,1,1,8,60,51,0,14,19,7,28,9,45,43,39,20,21,1,1,531,1,1,2777,14600,1,1,750,15000,1,1,12000,800,1,15000,721,1
7585,9,61,14,1,2,9,61,51,0,7,13,4,30,7,35,40,31,9,6,-5,1,600,3,-4,-4,0,4,-4,-4,0,4,-4,0,-4,4,0,-4,7
7586,8,57,14,1,2,8,57,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,1,1442,1,1,1442,28000,3,1,1201,17000,1,1,25000,1201,1,25000,1682,1
7587,5,61,14,1,2,5,61,51,1,9,14,9,22,8,38,41,37,12,13,2,2,811,1,2,671,21000,1,2,697,19000,1,2,16000,1009,1,22000,988,1
7588,6,60,11,1,1,-5,-5,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,1,537,1,1,447,6020,4,-4,-4,0,7,-4,0,-4,4,0,-4,5
7589,2,62,11,1,1,2,62,51,0,17,30,14,33,13,49,49,56,53,55,1,1,850,1,1,800,14000,6,1,700,10000,1,1,4500,1050,1,5000,500,1
7590,4,63,11,1,1,4,63,51,0,23,28,12,44,14,57,51,53,68,59,1,1,1333,6,1,625,0,1,1,600,4000,1,1,10000,1000,3,5000,800,4
7591,7,59,14,1,2,-5,-5,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7592,3,64,11,1,1,4,64,51,0,13,29,11,20,7,43,40,53,30,36,1,2,1307,1,2,1307,30000,1,2,1307,25000,1,2,33000,1442,1,28000,1400,1
7593,2,62,11,1,1,2,62,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,1,850,1,1,725,14200,7,-4,-4,3600,7,1,0,550,1,8800,2500,1
7594,5,63,11,1,1,5,63,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,1,800,1,1,480,7000,1,-5,-5,-5,-5,1,16000,743,1,16500,793,1
7595,1,64,14,1,2,1,64,51,0,13,19,8,32,6,43,38,40,23,18,2,1,511,1,1,412,8000,1,1,988,10000,1,1,22000,1057,1,16000,1162,1
7596,7,62,11,1,1,7,62,51,0,10,18,6,24,10,39,44,37,14,16,-5,-5,-5,-5,3,2163,45000,1,3,1322,0,1,-5,-5,-5,-5,30000,801,4
7597,3,62,13,2,2,3,62,51,1,16,32,13,43,19,47,58,57,63,65,2,1,1031,1,1,979,33000,1,1,1118,28000,1,1,35500,1046,1,40000,1538,1
7598,8,61,13,2,2,8,61,51,1,15,31,13,45,20,46,60,56,60,64,2,2,1148,1,2,1236,25725,1,2,1321,26227,1,2,29354,1411,1,30000,1192,1
7599,3,61,10,2,1,3,61,51,1,6,23,9,25,9,34,43,45,17,21,1,1,1400,1,1,1375,26000,1,1,1600,29000,1,1,32000,1700,1,30000,1700,1
7600,9,62,13,2,2,9,62,51,1,10,25,14,23,8,39,41,52,27,32,2,1,1400,3,-4,-4,0,5,-4,-4,0,5,-4,0,-4,4,0,-4,7
7601,1,58,14,1,2,1,58,51,1,25,34,15,46,16,59,54,61,92,80,2,2,908,1,2,1000,15900,1,2,1259,15901,1,2,27319,1469,1,35575,1710,1
7602,9,58,11,1,1,9,58,51,1,30,34,15,47,25,66,68,61,99,99,1,2,2015,1,2,2274,45000,1,2,2326,50000,1,2,52300,2394,1,54000,2644,1
7603,1,61,14,1,2,1,61,51,1,26,35,15,50,24,61,66,62,96,96,2,1,1498,1,1,1431,33500,4,1,500,3500,1,1,4500,1081,1,10000,3044,1
7604,2,59,9,3,1,2,59,51,0,26,35,14,30,19,61,58,61,79,86,1,1,1367,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7605,11,59,12,3,2,11,59,51,1,28,35,15,41,23,64,65,62,94,98,2,-4,-4,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7606,10,60,13,2,2,10,60,51,1,13,32,12,26,6,43,38,56,40,40,2,1,1239,2,1,1307,32600,1,1,1650,38700,2,1,38621,1485,1,43300,1561,1
7607,3,64,12,3,2,3,64,51,0,8,11,3,31,5,36,37,28,8,4,2,2,-4,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7608,3,61,10,2,1,3,61,51,0,13,21,9,30,7,43,40,43,25,22,1,-5,-5,-5,-5,-5,-5,-5,1,-4,-1,1,2,25000,1201,1,22600,1105,1
7609,3,64,12,3,2,3,64,51,0,21,21,12,46,10,54,44,46,51,37,2,3,2015,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7610,4,63,9,3,1,4,63,51,0,26,35,13,49,18,61,57,60,93,84,1,1,697,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7611,6,57,13,2,2,6,57,51,1,11,25,13,34,12,40,48,51,35,37,2,1,640,1,1,640,5000,3,1,480,0,1,1,8000,639,1,15600,1087,1
7612,11,62,13,2,2,11,62,67,0,12,12,4,4,5,-3,-3,-3,-3,-3,2,1,127,2,1,500,2000,1,1,114,2000,1,2,2000,150,1,1743,153,1
7613,1,58,10,2,1,1,58,51,1,18,23,6,33,8,50,41,42,31,26,1,1,400,1,1,250,1700,1,1,1000,3000,1,1,2000,714,6,2000,1500,7
7614,7,64,10,2,1,7,64,51,0,16,26,12,36,12,47,48,51,43,43,1,1,300,7,-4,-4,0,6,-4,-4,0,6,1,8000,775,1,15000,550,1
7615,5,63,13,2,2,7,63,51,0,8,20,6,25,7,36,40,39,14,14,2,1,868,3,1,896,9000,1,1,928,8000,3,1,4000,500,3,900,480,1
7616,3,64,13,2,2,3,64,51,0,11,11,3,25,9,40,43,28,8,7,2,-4,-4,4,-4,-4,0,4,-4,-4,0,4,-4,0,-4,4,700,500,7
7617,10,63,13,2,2,10,63,51,0,8,19,5,31,7,36,40,37,15,12,2,-4,-4,3,-4,-4,0,4,-4,-4,0,4,-4,0,-4,4,0,-4,4
7618,10,61,13,2,2,10,61,51,1,8,11,5,27,5,36,37,30,8,5,2,3,1000,1,3,550,5000,2,3,500,16800,1,3,10000,666,1,10000,775,1
7619,10,60,13,2,2,10,60,51,0,7,7,4,18,6,35,38,25,3,2,2,-4,-4,7,-5,-5,-5,-5,-4,-4,0,7,1,-2,500,1,3000,375,7
7620,9,59,10,2,1,9,59,51,1,18,23,11,36,12,50,48,47,40,39,1,2,1395,1,2,1442,30000,2,2,1442,30000,1,2,32000,1538,1,33000,1586,1
7621,3,58,10,2,1,3,58,51,1,10,17,7,10,8,39,41,37,8,14,1,1,675,2,2,650,10000,1,2,662,13000,1,1,19000,525,1,11000,562,1
7622,6,60,13,2,2,10,59,51,1,7,14,6,29,8,35,41,34,11,9,2,1,385,1,1,435,6000,1,1,475,2000,1,1,-2,543,1,12480,664,1
7623,10,62,13,2,2,10,62,51,0,14,8,7,19,8,45,41,29,8,9,2,-4,-4,4,-4,-4,0,6,-4,-4,0,4,-4,0,-4,7,0,-4,7
7624,11,61,10,2,1,11,61,51,0,9,13,4,18,4,38,35,31,6,6,1,1,630,3,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7625,10,61,13,2,2,10,61,51,1,12,24,11,33,9,42,43,48,31,30,2,1,1020,1,1,1250,20000,1,1,1250,22000,1,1,22000,1200,1,0,976,1
7626,7,63,13,2,2,7,63,51,0,9,12,9,12,6,38,38,35,7,10,2,1,330,1,1,435,6000,1,1,557,5000,1,1,2000,465,1,15000,525,1
7627,6,64,10,2,1,6,64,51,0,7,10,4,18,5,35,37,28,4,4,1,1,350,1,1,425,3375,2,1,400,3000,2,3,-2,-4,2,-2,3500,1
7628,12,57,10,2,1,12,57,51,1,13,23,10,26,13,43,49,46,25,32,1,2,1053,1,2,1028,28000,1,2,983,24000,1,2,24000,1069,1,23000,1200,4
7629,7,61,10,2,1,7,61,51,1,23,28,13,28,14,57,51,54,53,62,1,1,1054,1,1,1467,29000,1,1,1300,30000,2,1,27700,1458,1,47500,1500,1
7630,2,64,13,2,2,2,64,51,0,15,24,13,35,15,46,52,50,40,44,2,1,1265,1,1,1923,36000,1,1,3000,37000,1,1,-1,2364,1,55000,2783,1
7631,9,59,9,3,1,9,59,51,0,19,16,9,39,10,51,44,38,30,23,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7632,2,62,12,3,2,2,62,51,0,21,27,15,33,12,54,48,54,57,55,2,3,872,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7633,9,59,10,2,1,9,59,51,0,8,19,3,19,3,36,33,36,9,8,1,1,1250,7,-4,-4,0,7,3,1944,5000,7,-4,0,-4,7,0,-4,7
7634,11,60,10,2,1,11,60,51,0,8,18,4,14,7,36,40,36,7,11,1,1,500,1,4,-4,0,1,-3,450,600,7,-4,4000,-4,7,0,-4,4
7635,5,62,10,2,1,5,62,51,0,12,22,10,20,11,42,46,45,20,28,1,1,-4,1,1,680,19000,1,1,928,15000,1,1,10000,789,1,-1,-4,1
7636,12,58,13,2,2,12,58,51,1,12,22,7,33,6,42,38,42,24,19,2,2,279,6,2,279,-2,2,2,232,0,6,-4,0,-4,6,0,-4,7
7637,8,59,10,2,1,8,59,52,1,11,23,10,37,12,40,48,46,29,29,-5,1,1350,1,-5,-5,-5,-5,1,1350,38000,1,1,40000,1842,1,-5,-5,-5
7638,4,62,10,2,1,4,62,51,1,12,27,11,31,11,42,46,51,34,37,1,-5,-5,-5,-5,-5,-5,-5,1,1894,39400,1,1,-1,-4,1,39000,2077,1
7639,7,63,10,2,1,7,63,53,0,5,3,6,8,3,32,33,23,1,1,1,1,422,1,1,577,8900,1,1,500,9000,1,1,10000,525,2,9862,555,1
7640,10,59,10,2,1,10,59,51,1,10,21,9,29,5,39,37,43,21,18,1,1,705,1,1,600,15000,1,1,769,16000,1,1,18000,675,1,18000,865,1
7641,2,61,10,2,1,2,61,51,0,13,6,4,29,5,43,37,24,8,4,1,1,600,1,1,576,12000,1,1,650,14000,1,1,17000,650,1,17000,509,1
7642,4,62,13,2,2,4,62,51,1,9,20,7,36,10,38,44,40,20,18,2,1,625,1,2,354,16500,3,2,737,10000,2,1,21000,525,1,18000,472,1
7643,4,64,10,2,1,4,64,51,0,5,10,3,14,1,32,30,27,2,1,1,-4,-4,7,-4,-4,0,7,-4,-4,0,7,-4,0,-4,7,0,-4,7
7644,9,58,10,2,1,9,58,51,0,10,21,9,22,8,39,41,43,17,21,1,1,425,1,1,625,13000,3,-4,-4,4800,3,1,-2,600,1,15000,720,1
7645,12,63,13,2,2,12,63,51,0,9,10,4,26,7,38,40,28,7,5,2,1,387,1,1,439,300,1,-4,-4,1000,3,1,0,357,7,4000,425,7
7646,5,57,13,2,2,5,57,51,0,7,11,4,16,9,35,43,29,4,6,2,-4,-4,6,-4,-4,0,6,-4,-4,0,7,-5,-5,-5,-5,0,-4,7
7647,6,57,10,2,1,6,57,51,1,20,25,9,28,10,53,44,47,37,38,1,1,550,1,1,750,13500,1,1,825,17000,1,1,15700,913,1,20000,1100,1
7648,1,57,13,2,2,1,57,51,1,17,24,12,35,8,49,41,49,42,35,2,1,421,2,1,807,4731,1,1,-4,17000,1,1,18500,872,1,17000,853,1
7649,4,58,13,2,2,4,58,51,1,19,27,12,44,13,51,49,52,57,50,2,2,1500,1,2,1562,32500,2,2,1590,36000,1,2,33000,1586,1,37500,1595,1
7650,7,61,10,2,1,7,61,51,1,19,24,11,50,13,51,49,48,52,42,1,2,825,1,2,875,18200,1,2,930,19000,1,1,19000,961,1,21000,826,1
7651,2,63,13,2,2,2,63,51,0,13,17,8,38,14,43,51,38,23,23,2,1,875,1,1,1153,24000,1,1,1153,24000,1,1,0,1442,1,30000,1442,1
7652,8,64,13,2,2,8,64,51,0,16,20,9,44,9,47,43,42,35,25,2,1,615,1,1,553,15000,1,1,730,21000,1,1,16800,668,1,18000,770,1
7653,1,62,13,2,2,1,62,51,1,15,27,14,39,19,46,58,54,49,57,2,2,913,1,2,942,19600,1,2,1009,21000,2,2,23000,1105,1,25600,1230,1
7654,4,61,10,2,1,4,61,51,1,14,24,10,30,6,45,38,47,30,27,1,1,900,6,1,342,1500,1,1,604,12500,1,1,18000,604,1,8300,980,1
7655,1,62,13,2,2,1,62,51,0,11,23,9,24,8,40,41,45,21,23,2,1,500,1,1,525,8000,1,1,525,9000,4,1,0,500,2,6000,700,2
7656,4,60,10,2,1,4,60,51,1,8,12,9,18,5,36,37,35,8,9,1,3,639,1,3,523,1300,1,3,875,3500,1,3,0,357,2,8000,430,4
7657,2,58,13,2,2,2,58,51,1,6,15,5,15,11,34,46,34,6,11,2,2,983,1,2,989,19789,1,2,971,20200,1,2,20000,998,1,20000,1038,1
7658,4,60,13,2,2,-5,-5,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7659,7,61,10,2,1,-5,-5,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,1,724,1,2,920,20000,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7660,11,63,13,2,2,-5,-5,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7661,7,64,10,2,1,7,64,51,0,13,22,9,22,17,43,55,44,21,34,1,1,500,1,3,1000,11000,1,2,-4,3500,1,2,11500,620,1,12500,600,2
7662,6,61,13,2,2,6,61,51,1,10,12,8,34,9,39,43,34,15,12,2,1,410,1,1,451,-2,1,1,445,3321,6,1,-2,1125,2,0,-4,7
7663,9,62,13,2,2,9,62,51,0,12,15,8,49,11,42,46,37,25,18,2,1,2163,1,1,1802,53000,1,1,1883,50000,1,1,53000,2316,1,50000,2070,1
7664,1,64,10,2,1,1,64,51,0,9,21,9,41,8,38,41,43,26,20,1,-5,-5,-5,1,1268,36000,1,1,1573,36000,1,1,36000,1472,2,37000,1590,1
7665,6,57,13,2,2,6,57,53,1,6,13,6,20,5,34,37,33,6,6,2,1,460,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7666,12,58,10,2,1,12,58,51,1,9,13,6,38,11,38,46,33,14,12,1,-5,-5,-5,1,2000,25000,1,-5,-5,-5,-5,1,-1,-4,1,30000,961,1
7667,4,61,10,2,1,4,61,51,0,6,11,3,23,6,34,38,28,5,4,1,-5,-5,-5,1,550,36000,1,1,725,1023,1,1,-2,826,1,5000,630,1
7668,5,64,10,2,1,5,64,51,0,10,22,5,29,6,39,38,40,18,16,1,-4,-4,8,-4,-4,0,8,1,425,0,1,2,2500,406,2,5000,232,7
7669,5,57,13,2,2,5,57,51,1,20,28,12,32,11,53,46,53,50,51,2,1,1009,1,1,1066,22000,1,1,1346,28000,1,1,28000,1346,1,22000,1175,1
7670,12,59,13,2,2,12,59,51,1,7,25,6,19,3,35,33,44,15,15,2,1,538,1,1,544,9000,1,1,669,15000,1,1,15000,630,1,8000,575,1
7671,4,64,13,2,2,4,64,51,0,10,13,5,26,6,39,38,32,10,8,2,1,721,1,1,825,20000,2,2,926,18000,1,2,22000,1057,1,22000,1100,1
7672,9,62,13,2,2,9,62,51,0,5,12,3,20,5,32,37,29,4,3,2,-5,-5,-5,1,435,1200,1,1,435,5000,3,1,5000,240,1,11000,412,1
7673,7,64,13,2,2,7,64,51,0,8,10,5,9,3,36,33,29,3,3,2,-4,-4,7,-4,-4,0,4,-4,-4,0,4,-4,0,-4,7,0,-4,7
